VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WP0BC2Y19P,Snohomish,Everett,WA,98208,2023,PORSCHE,TAYCAN,1,3,0,44,235763853,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041606
WP1AH2AY6L,King,Bellevue,WA,98004,2020,PORSCHE,CAYENNE,2,2,12,48,121607475,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
WAUFJBFW6N,Spokane,Spokane Valley,WA,99037,2022,AUDI,E-TRON GT,1,3,0,4,195344110,POINT (-117.19651 47.65942),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013003
3MW5P7J0XM,King,Redmond,WA,98052,2021,BMW,330E,2,2,22,48,235155462,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
WA11AAGEXN,King,Seattle,WA,98103,2022,AUDI,E-TRON SPORTBACK,1,3,0,43,212019986,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902
YV1H60EP4N,King,Seatac,WA,98188,2022,VOLVO,V60,2,1,41,33,199455063,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028802
WVWPR7AU4H,King,Seattle,WA,98106,2017,VOLKSWAGEN,E-GOLF,1,1,125,34,257426620,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010701
KNDAFFS53R,King,Federal Way,WA,98023,2024,KIA,EV9,1,3,0,30,259834837,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030306
WA1VCBGEXN,Snohomish,Mukilteo,WA,98275,2022,AUDI,E-TRON,1,3,0,21,253508118,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001
SADHC2S16K,King,Federal Way,WA,98023,2019,JAGUAR,I-PACE,1,1,234,30,218137727,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030309
3GNKDCRJ4R,Snohomish,Everett,WA,98204,2024,CHEVROLET,BLAZER EV,1,3,0,21,258200841,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041810
WP0BA2Y17M,King,Seattle,WA,98117,2021,PORSCHE,TAYCAN,1,3,0,36,183442227,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
W1N9M0KB4N,King,Bellevue,WA,98005,2022,MERCEDES-BENZ,EQB-CLASS,1,3,0,48,251262980,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
YV4BR0DM2N,King,Seattle,WA,98115,2022,VOLVO,XC60,2,2,18,46,186664397,POINT (-122.3185 47.67949),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033002200
1G6RR1E43E,Thurston,Lacey,WA,98503,2014,CADILLAC,ELR,2,1,37,22,167302243,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011422
5YJXCBE45M,Whatcom,Bellingham,WA,98229,2021,TESLA,MODEL X,1,3,0,40,131289833,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000903
WA12ABGE5L,Whatcom,Ferndale,WA,98248,2020,AUDI,E-TRON SPORTBACK,1,1,218,42,151070699,POINT (-122.6011039 48.85324),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000201
WA11AAGE5P,Lake,Libertyville,IL,60048,2023,AUDI,E-TRON,1,3,0,,237839185,POINT (-87.95161 42.28444),NON WASHINGTON STATE ELECTRIC UTILITY,17097864106
YV4BR0CK8L,King,Seattle,WA,98146,2020,VOLVO,XC90,2,2,18,34,125856363,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
5YJSA4H45F,Snohomish,Everett,WA,98203,2015,TESLA,MODEL S,1,1,208,38,162162374,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061040900
WBA8E1C56G,Pierce,Tacoma,WA,98445,2016,BMW,330E,2,2,14,25,106967479,POINT (-122.40872 47.165675),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,53053071306
WA1W2BFZ3N,Pierce,Gig Harbor,WA,98332,2022,AUDI,Q4,1,3,0,26,225708843,POINT (-122.589645 47.342345),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072506
WBY8P8C04M,Snohomish,Bothell,WA,98012,2021,BMW,I3,2,1,153,1,154872476,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921
WP0AE2A72L,King,Woodinville,WA,98072,2020,PORSCHE,PANAMERA,2,2,14,45,257577435,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326
YV4ED3GKXP,King,Renton,WA,98058,2023,VOLVO,C40,1,3,0,11,224761645,POINT (-122.1298876 47.4451257),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031906
YV4BR0CM1N,Clark,Camas,WA,98607,2022,VOLVO,XC90,2,2,18,18,240972973,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040608
KM8KN4AE1P,Kitsap,Bainbridge Island,WA,98110,2023,HYUNDAI,IONIQ 5,1,3,0,23,235179619,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
1V2BMPE80P,Snohomish,Arlington,WA,98223,2023,VOLKSWAGEN,ID.4,1,3,0,39,258812312,POINT (-122.12324 48.19485),PUGET SOUND ENERGY INC,53061052803
KMHC75LJ7M,King,Seattle,WA,98199,2021,HYUNDAI,IONIQ,1,3,0,36,167060078,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801
KMHE54L23K,King,Seattle,WA,98103,2019,HYUNDAI,SONATA,2,2,28,46,2621741,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700
7JRBR0FZXM,King,Redmond,WA,98052,2021,VOLVO,S60,2,2,22,48,144275764,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902
4JGGM5DB7R,Clark,Camas,WA,98607,2024,MERCEDES-BENZ,EQE-CLASS SUV,1,3,0,18,257563946,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604
KMHCX5LD3M,King,Bellevue,WA,98007,2021,HYUNDAI,IONIQ,2,2,29,41,169423880,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
JHMZC5F19M,Benton,Richland,WA,99352,2021,HONDA,CLARITY,2,1,48,8,254156437,POINT (-119.2952071 46.272495),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010810
2C4RC1L72K,King,Redmond,WA,98052,2019,CHRYSLER,PACIFICA,2,1,32,45,347620948,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
YV4BR00L7N,Douglas,East Wenatchee,WA,98802,2022,VOLVO,XC90,2,2,18,12,251924480,POINT (-120.28674 47.4176),PUD NO 1 OF DOUGLAS COUNTY,53017950800
3MW39FF09P,King,Bothell,WA,98072,2023,BMW,330E,2,2,22,1,225916939,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
WBY53EJ06R,King,Seattle,WA,98178,2024,BMW,I7,1,3,0,37,255227563,POINT (-122.234385 47.494545),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026004
3MW39FS04R,Pierce,Fox Island,WA,98333,2024,BMW,330E,2,2,20,26,256345330,POINT (-122.6066806 47.2254086),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072410
KMHCX5LD1M,King,Redmond,WA,98052,2021,HYUNDAI,IONIQ,2,2,29,48,197456794,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
WA1E2AFY9R,San Juan,Lopez Island,WA,98261,2024,AUDI,Q5 E,2,2,23,40,256001539,POINT (-122.9109264 48.5262809),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960502
JTJHKCFZ0N,Snohomish,Everett,WA,98208,2022,LEXUS,NX,2,1,37,44,262111825,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041609
WP0AE2A71N,Spokane,Liberty Lake,WA,99019,2022,PORSCHE,PANAMERA,2,2,19,4,219523377,POINT (-117.0923638 47.6643385),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013205
WBY7Z8C57J,King,Seattle,WA,98144,2018,BMW,I3,2,1,97,37,177921124,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010102
WAUTPBF21M,Island,Camano Island,WA,98282,2021,AUDI,A7,2,2,24,10,152375835,POINT (-122.5310901 48.2192797),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971400
WA1G2AFY6L,Pierce,Puyallup,WA,98374,2020,AUDI,Q5 E,2,2,20,2,257408931,POINT (-122.275748 47.1395924),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073129
YV4BR00K1M,King,Seattle,WA,98117,2021,VOLVO,XC90,2,2,18,36,144635599,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
YV4BK0DP4M,Thurston,Lacey,WA,98516,2021,VOLVO,XC60,2,2,18,22,172708399,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012226
WP1AE2AY8P,Spokane,Spokane,WA,99208,2023,PORSCHE,CAYENNE,2,2,17,6,224684281,POINT (-117.40725 47.718625),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010508
1G6RP1E4XE,King,Kent,WA,98042,2014,CADILLAC,ELR,2,1,37,47,195616872,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800
WP1AE2AY4K,Kitsap,Bainbridge Island,WA,98110,2019,PORSCHE,CAYENNE,2,2,13,23,136974015,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
7JRH60FL6R,Cumberland,Carlisle,PA,17013,2024,VOLVO,S60,2,1,41,,257767044,POINT (-77.19078 40.202425),NON WASHINGTON STATE ELECTRIC UTILITY,42041011902
1G1RD6S58K,King,Seattle,WA,98115,2019,CHEVROLET,VOLT,2,1,53,46,115191583,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202
WVWKR7AU6H,Whatcom,Lynden,WA,98264,2017,VOLKSWAGEN,E-GOLF,1,1,125,42,322469276,POINT (-122.4584536 48.9461196),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010301
7JRBR0FL3M,Pierce,Puyallup,WA,98372,2021,VOLVO,S60,2,2,22,31,175582921,POINT (-122.28718 47.190465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070401
KNDC34LA6N,King,Seattle,WA,98117,2022,KIA,EV6,1,3,0,36,206902552,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001702
WBA7W4C02M,Snohomish,Snohomish,WA,98296,2021,BMW,745E,2,2,16,1,257415770,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052107
W1KEG1CB1R,Spokane,Spokane,WA,99203,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,1,3,0,3,260253052,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004500
7JRBR0FZ3M,King,Snoqualmie,WA,98065,2021,VOLVO,S60,2,2,22,5,252675923,POINT (-121.8740496 47.5345546),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604
2C4RC1R73M,King,Seattle,WA,98117,2021,CHRYSLER,PACIFICA,2,1,32,36,150954814,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
KMHC65LD9M,Whitman,Pullman,WA,99163,2021,HYUNDAI,IONIQ,2,2,29,9,167261251,POINT (-117.17912 46.730885),AVISTA CORP,53075000300
WA132BFZ2P,King,Bellevue,WA,98007,2023,AUDI,Q4,1,3,0,48,251351691,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
1FMCU0KZXM,Pierce,Puyallup,WA,98373,2021,FORD,ESCAPE,2,1,38,25,224645879,POINT (-122.2987976 47.13795),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071304
3FMTK1S59P,King,Redmond,WA,98053,2023,FORD,MUSTANG MACH-E,1,3,0,45,260081944,POINT (-122.0222799 47.6958998),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
5YJXCBE57M,Clallam,Sequim,WA,98382,2021,TESLA,MODEL X,1,3,0,24,193423436,POINT (-123.105015 48.08125),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001902
3FA6P0PU0K,Pierce,Orting,WA,98360,2019,FORD,FUSION,2,2,26,2,195391780,POINT (-122.2032237 47.0942956),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070403
WMEFK9BA8H,King,Seattle,WA,98102,2017,SMART,FORTWO,1,1,57,43,8346852,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500
WAUBHBFW3P,Kittitas,Cle Elum,WA,98922,2023,AUDI,RS E-TRON GT,1,3,0,13,229772910,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975104
WBA7W4C06N,Snohomish,Lake Stevens,WA,98258,2022,BMW,745LE,2,2,16,44,212376244,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052706
1G1FW6S00M,Skagit,Mount Vernon,WA,98273,2021,CHEVROLET,BOLT EV,1,3,0,10,166269085,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952700
7JRBR0FM1K,Spokane,Liberty Lake,WA,99019,2019,VOLVO,S60,2,2,22,4,107796531,POINT (-117.0923638 47.6643385),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013204
JHMZC5F37M,Kitsap,Poulsbo,WA,98370,2021,HONDA,CLARITY,2,1,47,23,171566447,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090400
5YJSA1CP9C,Snohomish,Snohomish,WA,98290,2012,TESLA,MODEL S,1,1,265,44,183536825,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052401
WBY2Z4C03L,Franklin,Pasco,WA,99301,2020,BMW,I8,2,2,17,9,104820159,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020608
2C4RC1L72H,Skagit,Mount Vernon,WA,98273,2017,CHRYSLER,PACIFICA,2,1,33,10,209873898,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952500
KMHE14L27G,Spokane,Nine Mile Falls,WA,99026,2016,HYUNDAI,SONATA,2,2,27,6,230830673,POINT (-117.5967686 47.8204962),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010601
YV4BR0PM1J,Pierce,Buckley,WA,98321,2018,VOLVO,XC90,2,2,19,31,122199815,POINT (-122.029685 47.161465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070205
WP0AC2Y19M,King,Newcastle,WA,98056,2021,PORSCHE,TAYCAN,1,1,192,41,198234361,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
WP1AH2AYXN,Clark,Camas,WA,98607,2022,PORSCHE,CAYENNE,2,2,14,18,182808132,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325
WP1BH2AY1N,King,Kirkland,WA,98033,2022,PORSCHE,CAYENNE,2,2,15,45,198912850,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
YV4BR0PL8J,King,Seattle,WA,98133,2018,VOLVO,XC90,2,2,19,46,161723264,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601
LVYBR0AL6L,Snohomish,Mukilteo,WA,98275,2020,VOLVO,S90,2,2,21,21,180485987,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001
7JRH60FH1R,Snohomish,Bothell,WA,98012,2024,VOLVO,S60,2,1,41,21,258838282,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051927
KMHE54L24K,King,Woodinville,WA,98072,2019,HYUNDAI,SONATA,2,2,28,45,3355320,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307
KNDJX3AE9F,Kittitas,Ellensburg,WA,98926,2015,KIA,SOUL,1,1,93,13,210079061,POINT (-120.54513 46.993465),PUGET SOUND ENERGY INC,53037975500
WAUCJBFW2P,King,Renton,WA,98058,2023,AUDI,E-TRON GT,1,3,0,11,231065299,POINT (-122.1298876 47.4451257),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031908
WA1F2AFY5R,Pierce,Spanaway,WA,98387,2024,AUDI,Q5 E,2,2,23,29,257500918,POINT (-122.435115 47.1045),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053071408
KMHC75LD0L,Thurston,Olympia,WA,98502,2020,HYUNDAI,IONIQ,2,2,29,22,144329524,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067012001
SALWV4RY1M,King,Sammamish,WA,98074,2021,LAND ROVER,RANGE ROVER SPORT,2,2,19,45,209860507,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
3MW39FS06R,Pierce,Tacoma,WA,98416,2024,BMW,330E,2,2,20,27,258207365,POINT (-122.48107 47.26438),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060700
WBA5P7C03M,Thurston,Tumwater,WA,98512,2021,BMW,330E,2,2,22,22,233670174,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067010910
YV4H60DZXN,Whitman,Pullman,WA,99163,2022,VOLVO,XC60,2,1,35,9,237946726,POINT (-117.17912 46.730885),AVISTA CORP,53075000602
5YJSA4H41F,King,Bothell,WA,98011,2015,TESLA,MODEL S,1,1,208,1,213164633,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701
7JRH60FJ3R,King,Seattle,WA,98115,2024,VOLVO,S60,2,1,41,43,259777129,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600
WBY8P6C55K,Clark,Camas,WA,98607,2019,BMW,I3,1,1,153,14,239781237,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040511
SADHB2S17K,Whitman,Pullman,WA,99163,2019,JAGUAR,I-PACE,1,1,234,9,235099966,POINT (-117.17912 46.730885),AVISTA CORP,53075000202
7JRBR0FM6M,King,North Bend,WA,98045,2021,VOLVO,S60,2,2,22,5,137275484,POINT (-121.7814012 47.4935316),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032705
JA3215H14C,King,Seattle,WA,98178,2012,MITSUBISHI,I-MIEV,1,1,62,37,256671992,POINT (-122.234385 47.494545),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026101
KMHC75LJ5L,Pierce,Tacoma,WA,98405,2020,HYUNDAI,IONIQ,1,1,170,27,238373985,POINT (-122.45153 47.251135),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061300
WA1CABGEXR,Kitsap,Bremerton,WA,98310,2024,AUDI,Q8,1,3,0,23,251140067,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080300
SALKP9F44P,King,Issaquah,WA,98029,2023,LAND ROVER,RANGE ROVER,2,1,51,5,228739325,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
5YJXCAE41J,Snohomish,Mill Creek,WA,98012,2018,TESLA,MODEL X,1,1,238,44,233591298,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052005
WA13ABGE2L,Spokane,Spokane,WA,99204,2020,AUDI,E-TRON SPORTBACK,1,1,218,3,227522550,POINT (-117.43167 47.64724),MODERN ELECTRIC WATER COMPANY,53063004100
WP0AC2Y13P,Snohomish,Stanwood,WA,98292,2023,PORSCHE,TAYCAN,1,3,0,10,256124102,POINT (-122.3684051 48.2414921),PUGET SOUND ENERGY INC,53061053202
WA1AAAGE5P,Yakima,Yakima,WA,98908,2023,AUDI,E-TRON,1,3,0,14,230928995,POINT (-120.6027202 46.5965625),PACIFICORP,53077002804
3C3CFFGEXK,King,Seattle,WA,98102,2019,FIAT,500,1,1,84,43,233417964,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500
1G1RC6E46B,King,Seattle,WA,98144,2011,CHEVROLET,VOLT,2,1,35,11,2761916,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010002
JTMEB3FV7R,Clark,Camas,WA,98607,2024,TOYOTA,RAV4 PRIME,2,1,42,14,261293063,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040511
WBY83FB01R,Snohomish,Monroe,WA,98272,2024,BMW,I4,1,3,0,39,258910438,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203
WP0AH2A74J,Clark,Vancouver,WA,98662,2018,PORSCHE,PANAMERA,2,2,14,17,145752232,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
W1KCG2DB2P,King,Seattle,WA,98109,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,1,3,0,36,236319331,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006702
LYVBR0DM3J,Spokane,Liberty Lake,WA,99019,2018,VOLVO,XC60,2,2,17,4,182009096,POINT (-117.0923638 47.6643385),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013205
5LMYJ8XY9N,Spokane,Spokane Valley,WA,99016,2022,LINCOLN,AVIATOR,2,2,21,4,213688674,POINT (-117.1407 47.673675),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013101
KNDC34LA7R,Kitsap,Kingston,WA,98346,2024,KIA,EV6,1,3,0,23,257557128,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090101
1GC10VEL9R,Thurston,Olympia,WA,98501,2024,CHEVROLET,SILVERADO EV,1,3,0,22,260526528,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011200
5YM33CS08R,Pierce,Lakewood,WA,98499,2024,BMW,XM,2,1,31,28,258730188,POINT (-122.5181098 47.1712579),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071902
WA122BFZ6P,King,Seattle,WA,98101,2023,AUDI,Q4,1,3,0,43,254809250,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008200
LVYBR0ATXL,Skagit,Mount Vernon,WA,98273,2020,VOLVO,S90,2,2,21,40,216783269,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057951900
1FMCU0EZ0M,Clark,Vancouver,WA,98665,2021,FORD,ESCAPE,2,1,38,49,182311377,POINT (-122.66592 45.678565),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040809
WP1AH2AY4N,King,Mercer Island,WA,98040,2022,PORSCHE,CAYENNE,2,2,14,41,198875498,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602
WP1BE2AY1L,King,Seattle,WA,98125,2020,PORSCHE,CAYENNE,2,2,14,46,124080036,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
2C4RC1R7XM,Clark,Vancouver,WA,98664,2021,CHRYSLER,PACIFICA,2,1,32,49,148903387,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
1FAHP3R4XC,King,Lake Forest Park,WA,98155,2012,FORD,FOCUS,1,1,76,46,221379518,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400
WA13ABGEXM,Lewis,Chehalis,WA,98532,2021,AUDI,E-TRON SPORTBACK,1,1,218,20,142854680,POINT (-122.96692 46.66113),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041970800
4JGDA6DB3J,King,Bellevue,WA,98006,2018,MERCEDES-BENZ,GLE-CLASS,2,2,8,41,348274552,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
SALGS4RY4L,King,North Bend,WA,98045,2020,LAND ROVER,RANGE ROVER,2,2,19,5,100795551,POINT (-121.7814012 47.4935316),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032705
ZACPDFCW0R,King,Tukwila,WA,98188,2024,DODGE,HORNET,2,1,32,11,260126632,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
1G1RC6E44C,Snohomish,Lynnwood,WA,98036,2012,CHEVROLET,VOLT,2,1,35,32,193624469,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051931
7JRH60FL0P,Pierce,Bonney Lake,WA,98391,2023,VOLVO,S60,2,1,41,31,235693853,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070312
50EA1GBA6P,Pierce,Lakewood,WA,98499,2023,LUCID,AIR,1,3,0,28,251852093,POINT (-122.5181098 47.1712579),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071902
5YJXCBE50M,King,Issaquah,WA,98029,2021,TESLA,MODEL X,1,3,0,5,185883897,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
WP0AD2Y16P,King,Bellevue,WA,98005,2023,PORSCHE,TAYCAN,1,3,0,48,250954070,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
