VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1AC4D,King,Seattle,WA,98125,2013,TESLA,MODEL S,1,1,208,46,200599234,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
WBY73AW04R,King,Redmond,WA,98052,2024,BMW,I4,1,3,0,48,257832375,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606
YV4BR0DK3K,King,Seattle,WA,98112,2019,VOLVO,XC60,2,2,17,37,476938416,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
WBY73AW03R,King,Sammamish,WA,98074,2024,BMW,I4,1,3,0,45,259052580,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318
5YJSA1BG7D,King,Seattle,WA,98125,2013,TESLA,MODEL S,1,1,208,46,230457769,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900
WBA5P9C06M,King,Bellevue,WA,98008,2021,BMW,330E,2,2,20,48,167430679,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
3FMTK3RM8M,Snohomish,Monroe,WA,98272,2021,FORD,MUSTANG MACH-E,1,3,0,39,152559760,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203
5LMYJ9YY3N,Clark,Vancouver,WA,98686,2022,LINCOLN,AVIATOR,2,2,21,17,217910521,POINT (-122.6483953 45.7010427),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811
WBY2Z4C55K,King,Seattle,WA,98112,2019,BMW,I8,2,2,18,43,329146422,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
WP0AA2Y15R,King,Bellevue,WA,98005,2024,PORSCHE,TAYCAN,1,3,0,48,257434712,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
YV4BR00K9M,King,Beaux Arts,WA,98004,2021,VOLVO,XC90,2,2,18,41,151837633,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
YV4BR0DL6L,King,Mercer Island,WA,98040,2020,VOLVO,XC60,2,2,18,41,120497702,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
KMHC75LD4K,King,Redmond,WA,98052,2019,HYUNDAI,IONIQ,2,2,29,45,478909938,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
WBA13AG07P,King,Bellevue,WA,98004,2023,BMW,530E,2,2,21,48,260900083,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
7JRH60FWXP,Kitsap,Bainbridge Island,WA,98110,2023,VOLVO,S60,2,1,41,23,236710834,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091002
5YJSA1AC3D,King,Newcastle,WA,98059,2013,TESLA,MODEL S,1,1,208,41,150885493,POINT (-122.15734 47.487175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
3MW39FS00R,King,Issaquah,WA,98029,2024,BMW,330E,2,2,20,5,259005316,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
WMEEK9AA1E,King,Seattle,WA,98119,2014,SMART,FORTWO ELECTRIC DRIVE,1,1,68,36,222555203,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
WP0BB2Y1XP,King,Bellevue,WA,98004,2023,PORSCHE,TAYCAN,1,3,0,48,253350352,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
YV4H60CXXP,King,Bothell,WA,98011,2023,VOLVO,XC90,2,1,32,1,244884517,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
3FMTK2R77N,King,Seattle,WA,98109,2022,FORD,MUSTANG MACH-E,1,3,0,36,197299392,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701
7JRBR0FM3L,King,Bellevue,WA,98004,2020,VOLVO,S60,2,2,22,41,6201982,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
WAUFJBFWXN,King,Issaquah,WA,98027,2022,AUDI,E-TRON GT,1,3,0,5,209517500,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219
WP0BB2Y1XR,King,Kirkland,WA,98033,2024,PORSCHE,TAYCAN,1,3,0,48,259196101,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
LVYBR0AL5L,King,Issaquah,WA,98027,2020,VOLVO,S90,2,2,21,5,109110487,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103
WA11AAGE4P,King,Sammamish,WA,98074,2023,AUDI,E-TRON,1,3,0,45,220326963,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
WP0AE2A70N,Snohomish,Mill Creek,WA,98012,2022,PORSCHE,PANAMERA,2,2,19,44,200596539,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061041704
WBY8P8C01M,Cowlitz,Longview,WA,98632,2021,BMW,I3,2,1,153,19,211877837,POINT (-122.9379953 46.1372997),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000802
5YJSA1CP3C,King,Kirkland,WA,98034,2012,TESLA,MODEL S,1,1,265,1,245881086,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204
YV4BR0DL4K,King,Seattle,WA,98115,2019,VOLVO,XC60,2,2,17,43,106083155,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
WP0CD2Y11N,King,Bellevue,WA,98004,2022,PORSCHE,TAYCAN,1,3,0,48,245570860,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
KM8S7DA22N,King,Seattle,WA,98122,2022,HYUNDAI,SANTA FE,2,1,31,37,219137824,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007901
WA1F2AFY9L,Clark,Vancouver,WA,98662,2020,AUDI,Q5 E,2,2,20,17,103436553,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
5LMYJ9YY0M,King,Bellevue,WA,98004,2021,LINCOLN,AVIATOR,2,2,21,41,151373778,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801
WMZ23BS01P,Kitsap,Poulsbo,WA,98370,2023,MINI,COUNTRYMAN,2,2,17,23,216740541,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090201
WVWPR7AU3H,King,Seattle,WA,98177,2017,VOLKSWAGEN,E-GOLF,1,1,125,36,218118659,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
KMHC75LH3H,King,Kirkland,WA,98034,2017,HYUNDAI,IONIQ,1,1,124,45,138154621,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
WP1BE2AY0N,King,Sammamish,WA,98074,2022,PORSCHE,CAYENNE,2,2,16,45,235180795,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
KMHM24AC9P,King,Seattle,WA,98133,2023,HYUNDAI,IONIQ 6,1,3,0,32,257943430,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
YV4BR0CK7K,King,Seattle,WA,98115,2019,VOLVO,XC90,2,2,17,43,211624871,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
YV4BR0DK3J,Clark,Vancouver,WA,98684,2018,VOLVO,XC60,2,2,17,17,189485292,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041317
LVYBR0AL6K,King,Kent,WA,98042,2019,VOLVO,S90,2,2,21,47,125711603,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708
3MW39FF0XP,King,Bellevue,WA,98004,2023,BMW,330E,2,2,22,41,230152499,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
WA1ACBGEXN,King,Bothell,WA,98011,2022,AUDI,E-TRON,1,3,0,1,216882473,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
WP0CD2Y11R,King,Issaquah,WA,98029,2024,PORSCHE,TAYCAN,1,3,0,5,259866904,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
WBA8E1C53H,King,Bothell,WA,98011,2017,BMW,330E,2,2,14,1,177758332,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
JHMZC5F3XM,Cowlitz,Kelso,WA,98626,2021,HONDA,CLARITY,2,1,47,20,185522732,POINT (-122.90724 46.14458),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700
WP1AE2AY2P,King,Auburn,WA,98002,2023,PORSCHE,CAYENNE,2,2,17,47,229968987,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030504
7JRBR0FZXN,King,Kirkland,WA,98033,2022,VOLVO,S60,2,2,22,45,192359366,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
SALWR4RY6M,King,Redmond,WA,98052,2021,LAND ROVER,RANGE ROVER SPORT,2,2,19,45,143098588,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
KMHC75LJ8L,Clark,Vancouver,WA,98662,2020,HYUNDAI,IONIQ,1,1,170,17,104880527,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040806
5YJXCBE4XK,King,Bellevue,WA,98004,2019,TESLA,MODEL X,1,1,289,48,344195141,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
YV4BR0CK2N,King,Bellevue,WA,98006,2022,VOLVO,XC90,2,2,18,41,249166410,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
KMHC75LD6N,Clark,Vancouver,WA,98683,2022,HYUNDAI,IONIQ,2,2,29,17,187523766,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309
WA1F2BFY8P,King,Bothell,WA,98011,2023,AUDI,Q5 E,2,2,23,1,221325996,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
1G1RC6E40D,Clark,Vancouver,WA,98663,2013,CHEVROLET,VOLT,2,1,38,49,141550923,POINT (-122.666325 45.641205),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041800
WP1AH2AY5P,King,Bellevue,WA,98004,2023,PORSCHE,CAYENNE,2,2,14,48,254902784,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
WP0AB2Y16P,King,Clyde Hill,WA,98004,2023,PORSCHE,TAYCAN,1,3,0,48,240095516,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
WP0AB2Y13R,King,Bellevue,WA,98005,2024,PORSCHE,TAYCAN,1,3,0,48,259971484,POINT (-122.16085 47.624515),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
WDDVP9AB3F,Kitsap,Bainbridge Island,WA,98110,2015,MERCEDES-BENZ,B-CLASS,1,1,87,23,286179974,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090902
KNDRMDLH7R,Thurston,Rainier,WA,98576,2024,KIA,SORENTO,2,1,32,2,259188835,POINT (-122.6898776 46.8908492),PUGET SOUND ENERGY INC,53067012530
3C3CFFGE4K,Thurston,Tenino,WA,98589,2019,FIAT,500,1,1,84,20,240049792,POINT (-122.85403 46.856085),PUGET SOUND ENERGY INC,53067012610
SAL119E41P,King,Kirkland,WA,98033,2023,LAND ROVER,RANGE ROVER SPORT,2,2,19,45,252577825,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
WP1AE2AY5P,King,Bothell,WA,98011,2023,PORSCHE,CAYENNE,2,2,17,1,245876368,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
WA13AAGE9M,King,Seattle,WA,98119,2021,AUDI,E-TRON SPORTBACK,1,3,0,36,141833975,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800
7JRBR0FLXN,King,Seattle,WA,98133,2022,VOLVO,S60,2,2,22,32,187196033,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403
WDDVP9AB9E,King,Burien,WA,98166,2014,MERCEDES-BENZ,B-CLASS,1,1,87,34,174109470,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027902
WBA33AG02M,King,Seattle,WA,98101,2021,BMW,530E,2,2,18,43,161738748,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008200
1N4CZ1CV1R,King,Renton,WA,98056,2024,NISSAN,LEAF,1,3,0,11,255413693,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025401
4JGGM5DB8R,King,Kirkland,WA,98033,2024,MERCEDES-BENZ,EQE-CLASS SUV,1,3,0,45,255078435,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
YV1BK0EP9M,King,Seattle,WA,98119,2021,VOLVO,V60,2,2,22,36,186110291,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
WMEEK9AA5E,Clark,Brush Prairie,WA,98606,2014,SMART,FORTWO ELECTRIC DRIVE,1,1,68,18,100759816,POINT (-122.5485715 45.7336587),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
KMTGE4S18P,King,Tukwila,WA,98188,2023,GENESIS,G80,1,3,0,11,236490019,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WAUTPBF26M,King,Seattle,WA,98125,2021,AUDI,A7,2,2,24,46,168765166,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201
JTJKKCFZ4R,King,Renton,WA,98056,2024,LEXUS,NX,2,1,37,41,245594296,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
1G1FW6S02L,Cowlitz,Woodland,WA,98674,2020,CHEVROLET,BOLT EV,1,1,259,20,254648460,POINT (-122.73125 45.923065),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001503
WDDVP9AB7E,King,Kirkland,WA,98034,2014,MERCEDES-BENZ,B-CLASS,1,1,87,45,147164839,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
KMHE14L21H,Kitsap,Bremerton,WA,98312,2017,HYUNDAI,SONATA,2,2,27,35,179470693,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700
KMHC85LJ3M,Thurston,Olympia,WA,98501,2021,HYUNDAI,IONIQ,1,3,0,35,218232437,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011821
5YJXCDE43L,King,Bellevue,WA,98004,2020,TESLA,MODEL X,1,1,289,41,131466366,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801
WP0BA2Y16M,King,Kirkland,WA,98034,2021,PORSCHE,TAYCAN,1,3,0,1,192417662,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
5YJXCDE49L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL X,1,1,289,23,128826106,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090800
5YJRE1A10A,King,Seattle,WA,98102,2010,TESLA,ROADSTER,1,1,245,43,112555467,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500
WAU8HAF88L,King,Kent,WA,98031,2020,AUDI,A8 E,2,2,17,47,251769829,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029406
WP0BB2Y13M,Kitsap,Seabeck,WA,98380,2021,PORSCHE,TAYCAN,1,3,0,35,228734047,POINT (-122.847462 47.63836),PUGET SOUND ENERGY INC,53035091301
SADHB2S14K,King,Bellevue,WA,98006,2019,JAGUAR,I-PACE,1,1,234,41,103612974,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
KMTGE4S13P,King,Tukwila,WA,98188,2023,GENESIS,G80,1,3,0,11,251858666,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
7JRBR0FL8K,King,Seattle,WA,98125,2019,VOLVO,S60,2,2,22,46,208712598,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202
YV4BR0PM8J,Clark,Vancouver,WA,98664,2018,VOLVO,XC90,2,2,19,49,198663272,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
WP0AH2A73J,Clark,Vancouver,WA,98662,2018,PORSCHE,PANAMERA,2,2,14,17,183245247,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
5YJXCBE40J,King,Seattle,WA,98101,2018,TESLA,MODEL X,1,1,238,43,348543156,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008200
KMHC05LH1H,Clark,Vancouver,WA,98684,2017,HYUNDAI,IONIQ,1,1,124,17,476074385,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041320
KMHC75LD0K,King,Bellevue,WA,98007,2019,HYUNDAI,IONIQ,2,2,29,48,256224244,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
KNDC4DLC9R,King,Shoreline,WA,98155,2024,KIA,EV6,1,3,0,32,259419429,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500
WBY8P8C00L,King,Seattle,WA,98112,2020,BMW,I3,2,1,126,43,253280450,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
KM8JBDA2XN,Thurston,Tumwater,WA,98512,2022,HYUNDAI,TUCSON,2,1,33,22,211065718,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067010910
JTMCB3FV4M,Clark,Vancouver,WA,98664,2021,TOYOTA,RAV4 PRIME,2,1,42,49,194354457,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041205
1GYKPMRK4R,Snohomish,Bothell,WA,98012,2024,CADILLAC,LYRIQ,1,3,0,1,253324844,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051934
YV4BR0CM0K,Kitsap,Bainbridge Island,WA,98110,2019,VOLVO,XC90,2,2,17,23,205978174,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090700
2C4RC1L78K,Clark,Vancouver,WA,98683,2019,CHRYSLER,PACIFICA,2,1,32,17,253038397,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041322
WA1L2BFZ9R,King,Seattle,WA,98122,2024,AUDI,Q4,1,3,0,37,258012723,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
WAUSPBFF6G,King,Newcastle,WA,98056,2016,AUDI,A3,2,2,16,41,475572016,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
7JRH60FU9P,King,Sammamish,WA,98075,2023,VOLVO,S60,2,1,41,41,227126210,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
JTJKKCFZ3N,Clark,Vancouver,WA,98664,2022,LEXUS,NX,2,1,37,49,211950476,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206
WA1VCBGE7N,King,Sammamish,WA,98074,2022,AUDI,E-TRON,1,3,0,45,227232050,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216
KM8KR4AE2N,Clark,Ridgefield,WA,98642,2022,HYUNDAI,IONIQ 5,1,3,0,18,202260054,POINT (-122.74291 45.818445),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303
1FTBW1YK8N,King,Seattle,WA,98133,2022,FORD,TRANSIT,1,3,0,46,218236987,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
2C4RC1L77K,Kitsap,Bainbridge Island,WA,98110,2019,CHRYSLER,PACIFICA,2,1,32,23,215094316,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091002
WP0BC2Y1XN,King,Kirkland,WA,98034,2022,PORSCHE,TAYCAN,1,3,0,45,207061634,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
YV4ER3XM4R,King,Kirkland,WA,98033,2024,VOLVO,XC40,1,3,0,48,261163822,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
50EA1PFA5P,King,Sammamish,WA,98074,2023,LUCID,AIR,1,3,0,45,252272730,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
WBA33AG03M,King,Bellevue,WA,98006,2021,BMW,530E,2,2,18,41,133829006,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
1GYKPMRK6R,Snohomish,Lake Stevens,WA,98258,2024,CADILLAC,LYRIQ,1,3,0,44,252195772,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052505
KMHC05LH4K,King,Kirkland,WA,98034,2019,HYUNDAI,IONIQ,1,1,124,1,478553316,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
WA1E2AFY5R,King,Bellevue,WA,98006,2024,AUDI,Q5 E,2,2,23,41,258253607,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904
1FMCU0LZ5M,King,Seattle,WA,98133,2021,FORD,ESCAPE,2,1,38,46,175904508,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300
1G1RG6E45E,King,Bothell,WA,98011,2014,CHEVROLET,VOLT,2,1,38,1,117970541,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803
1FTBW1YK2N,Clark,Vancouver,WA,98686,2022,FORD,TRANSIT,1,3,0,17,213537502,POINT (-122.6483953 45.7010427),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040409
50EA1DAAXN,Island,Coupeville,WA,98239,2022,LUCID,AIR,1,3,0,10,193102829,POINT (-122.6880708 48.2179983),PUGET SOUND ENERGY INC,53029971000
KNDCD3LD0M,King,Bellevue,WA,98004,2021,KIA,NIRO,2,2,26,41,167130694,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
WAUEJBFW5P,King,Shoreline,WA,98155,2023,AUDI,E-TRON GT,1,3,0,32,262328447,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100
KMTGE4S11P,King,Tukwila,WA,98188,2023,GENESIS,G80,1,3,0,11,240635734,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WDDVP9AB7G,Clark,Vancouver,WA,98664,2016,MERCEDES-BENZ,B-CLASS,1,1,87,49,128664483,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
WP0BB2Y16P,Kitsap,Bainbridge Island,WA,98110,2023,PORSCHE,TAYCAN,1,3,0,23,251393838,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090800
WP0BB2Y1XN,King,Kirkland,WA,98033,2022,PORSCHE,TAYCAN,1,3,0,48,187187899,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
WBY2Z2C5XE,Kitsap,Kingston,WA,98346,2014,BMW,I8,2,2,14,23,108870877,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090102
WA1VCBGE5N,King,Kirkland,WA,98033,2022,AUDI,E-TRON,1,3,0,45,223873730,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
1GYKPPRK7R,Clark,Vancouver,WA,98685,2024,CADILLAC,LYRIQ,1,3,0,18,251255343,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904
1G1RC6E41C,King,Seattle,WA,98109,2012,CHEVROLET,VOLT,2,1,35,36,229708902,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701
SADHC2S10L,King,Issaquah,WA,98027,2020,JAGUAR,I-PACE,1,1,234,5,103766533,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
WAUCJBFW4N,King,Bellevue,WA,98004,2022,AUDI,E-TRON GT,1,3,0,48,255005488,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
WA12AAGE8P,King,Seattle,WA,98122,2023,AUDI,E-TRON,1,3,0,37,233619179,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
YV4H60DM6P,King,Kirkland,WA,98033,2023,VOLVO,XC60,2,1,35,48,261184843,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
